Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Date,Traffic_Vol,Weather_Encoded,Weather_Desc_Encoded,TimeStamp_Hour,TimeStamp_Minute,Is_AM,Temperature_Bin,Season
0.0,279.34,0.0,0.0,91,Cloudy skies,2010-04-13,454,3,10,5,0,1,8,Spring
0.0,278.19,0.0,0.0,91,Cloudy skies,2010-04-13,794,3,10,6,0,1,8,Spring
0.0,278.85,0.0,0.0,90,Cloudy skies,2010-04-13,1168,3,10,7,0,1,8,Spring
0.0,278.81,0.0,0.0,90,Cloudy skies,2010-04-13,1860,3,10,8,0,1,8,Spring
0.0,278.84,0.0,0.0,91,Cloudy skies,2010-04-13,2633,3,10,9,0,1,8,Spring
0.0,278.91,0.0,0.0,91,Cloudy skies,2010-04-13,3452,3,10,10,0,1,8,Spring
0.0,278.87,0.0,0.0,91,Cloudy skies,2010-04-13,3876,3,10,11,0,1,8,Spring
0.0,278.8,0.0,0.0,90,Cloudy skies,2010-04-13,4397,3,10,12,0,0,8,Spring
0.0,278.0,0.0,0.0,90,Cloudy skies,2010-04-13,4273,3,10,13,0,0,8,Spring
0.0,278.06,0.0,0.0,91,Cloudy skies,2010-04-13,4253,3,10,14,0,0,8,Spring
0.0,278.58,0.0,0.0,90,Cloudy skies,2010-04-13,4215,3,10,15,0,0,8,Spring
0.0,277.96,0.0,0.0,91,Cloudy skies,2010-04-13,4205,3,10,16,0,0,8,Spring
0.0,277.29,0.0,0.0,90,Cloudy skies,2010-04-13,4140,3,10,17,0,0,8,Spring
0.0,277.12,1.02,0.0,90,Rainfall,2010-04-13,3516,7,26,18,0,0,8,Spring
0.0,277.41,1.034285714,0.0,90,Rainfall,2010-04-13,3014,7,26,19,0,0,8,Spring
0.0,276.59,0.0,0.0,90,Cloudy skies,2010-04-13,2515,3,10,20,0,0,8,Spring
0.0,276.35,0.0,0.0,91,Cloudy skies,2010-04-13,3293,3,10,21,0,0,8,Spring
0.0,276.21,0.0,0.0,90,Cloudy skies,2010-04-13,2435,3,10,22,0,0,8,Spring
0.0,275.92,0.0,0.0,90,Cloudy skies,2010-04-13,1017,3,10,23,0,0,8,Spring
0.0,274.56,0.0,0.0,90,Cloudy skies,2010-04-14,509,3,10,0,0,1,8,Spring
0.0,273.9,0.25,0.0,90,Rainfall,2010-04-14,341,7,25,1,0,1,8,Spring
0.0,273.7,0.25,0.0,90,Rainfall,2010-04-14,257,7,25,2,0,1,8,Spring
0.0,272.93,0.0,0.0,90,Cloudy skies,2010-04-14,339,3,10,3,0,1,8,Spring
0.0,272.16,0.0,0.0,90,Cloudy skies,2010-04-14,807,3,10,4,0,1,8,Spring
0.0,272.21,0.0,0.0,90,Cloudy skies,2010-04-14,2745,3,10,5,0,1,8,Spring
0.0,271.76,0.0,0.0,75,Cloudy skies,2010-04-14,5780,3,9,6,0,1,8,Spring
0.0,271.84,0.0,0.0,90,Cloudy skies,2010-04-14,6798,3,10,7,0,1,8,Spring
0.0,271.6,0.0,0.0,90,Cloudy skies,2010-04-14,6041,3,10,8,0,1,8,Spring
0.0,271.68,0.0,0.0,75,Cloudy skies,2010-04-14,5074,3,9,9,0,1,8,Spring
0.0,272.67,0.0,0.0,75,Cloudy skies,2010-04-14,4454,3,9,10,0,1,8,Spring
0.0,273.81,0.0,0.0,40,Cloudy skies,2010-04-14,4620,3,19,11,0,1,8,Spring
0.0,274.05,0.0,0.0,75,Cloudy skies,2010-04-14,4785,3,9,12,0,0,8,Spring
0.0,275.01,0.0,0.0,75,Cloudy skies,2010-04-14,4805,3,9,13,0,0,8,Spring
0.0,275.48,0.0,0.0,41,Cloudy skies,2010-04-14,5052,3,19,14,0,0,8,Spring
0.0,275.38,0.0,0.0,75,Cloudy skies,2010-04-14,5758,3,9,15,0,0,8,Spring
0.0,275.77,0.0,0.0,75,Cloudy skies,2010-04-14,6359,3,9,16,0,0,8,Spring
0.0,275.94,0.0,0.0,76,Cloudy skies,2010-04-14,6040,3,9,17,0,0,8,Spring
0.0,274.77,0.0,0.0,75,Cloudy skies,2010-04-14,4222,3,9,18,0,0,8,Spring
0.0,274.31,0.0,0.0,75,Cloudy skies,2010-04-14,2949,3,9,19,0,0,8,Spring
0.0,273.01,0.0,0.0,41,Cloudy skies,2010-04-14,2698,3,19,20,0,0,8,Spring
0.0,271.87,0.0,0.0,20,Cloudy skies,2010-04-14,2270,3,20,21,0,0,8,Spring
0.0,271.78,0.0,0.0,20,Cloudy skies,2010-04-14,1532,3,20,22,0,0,8,Spring
0.0,271.21,0.0,0.0,20,Cloudy skies,2010-04-14,954,3,20,23,0,0,8,Spring
0.0,270.69,0.0,0.0,41,Cloudy skies,2010-04-15,534,3,19,0,0,1,8,Spring
0.0,269.93,0.0,0.0,76,Cloudy skies,2010-04-15,321,3,9,1,0,1,8,Spring
0.0,268.81,0.0,0.0,75,Cloudy skies,2010-04-15,247,3,9,2,0,1,8,Spring
0.0,268.04,0.0,0.0,75,Cloudy skies,2010-04-15,362,3,9,3,0,1,8,Spring
0.0,268.38,0.0,0.0,1,Clear skies,2010-04-15,815,2,3,4,0,1,8,Spring
0.0,267.6,0.0,0.0,0,Clear skies,2010-04-15,2722,2,3,5,0,1,8,Spring
0.0,266.3,0.0,0.0,2,Clear skies,2010-04-15,5940,2,3,6,0,1,8,Spring
0.0,267.09,0.0,0.0,1,Clear skies,2010-04-15,6601,2,3,7,0,1,8,Spring
0.0,267.28,0.0,0.0,1,Clear skies,2010-04-15,6273,2,3,8,0,1,8,Spring
0.0,268.72,0.0,0.0,2,Clear skies,2010-04-15,5339,2,3,9,0,1,8,Spring
0.0,269.67,0.0,0.0,20,Cloudy skies,2010-04-15,4652,3,20,10,0,1,8,Spring
0.0,271.52,0.0,0.0,2,Clear skies,2010-04-15,4863,2,3,11,0,1,8,Spring
0.0,272.32,0.0,0.0,1,Clear skies,2010-04-15,5065,2,3,12,0,0,8,Spring
0.0,273.14,0.0,0.0,21,Cloudy skies,2010-04-15,5230,3,20,13,0,0,8,Spring
0.0,274.55,0.0,0.0,21,Cloudy skies,2010-04-15,5546,3,20,14,0,0,8,Spring
0.0,275.29,0.0,0.0,21,Cloudy skies,2010-04-15,6257,3,20,15,0,0,8,Spring
0.0,276.04,0.0,0.0,75,Cloudy skies,2010-04-15,6885,3,9,16,0,0,8,Spring
0.0,276.16,0.0,0.0,41,Cloudy skies,2010-04-15,6450,3,19,17,0,0,8,Spring
0.0,276.09,0.0,0.0,75,Cloudy skies,2010-04-15,4822,3,9,18,0,0,8,Spring
0.0,275.76,0.0,0.0,90,Cloudy skies,2010-04-15,3401,3,10,19,0,0,8,Spring
0.0,275.35,0.0,0.0,90,Cloudy skies,2010-04-15,2805,3,10,20,0,0,8,Spring
0.0,274.87,0.0,0.0,90,Cloudy skies,2010-04-15,2505,3,10,21,0,0,8,Spring
0.0,274.99,0.0,0.0,90,Cloudy skies,2010-04-15,2018,3,10,22,0,0,8,Spring
0.0,274.51,0.0,0.0,91,Cloudy skies,2010-04-15,1034,3,10,23,0,0,8,Spring
0.0,274.28,0.0,0.0,90,Cloudy skies,2010-04-16,551,3,10,0,0,1,8,Spring
0.0,275.17,0.0,0.0,90,Cloudy skies,2010-04-16,315,3,10,1,0,1,8,Spring
0.0,274.77,0.0,0.0,91,Cloudy skies,2010-04-16,270,3,10,2,0,1,8,Spring
0.0,274.36,0.0,0.0,90,Cloudy skies,2010-04-16,365,3,10,3,0,1,8,Spring
0.0,273.4,0.0,0.0,90,Cloudy skies,2010-04-16,832,3,10,4,0,1,8,Spring
0.0,273.31,0.0,0.0,90,Cloudy skies,2010-04-16,2730,3,10,5,0,1,8,Spring
0.0,273.86,0.0,0.0,90,Cloudy skies,2010-04-16,5893,3,10,6,0,1,8,Spring
0.0,273.78,0.0,0.0,90,Cloudy skies,2010-04-16,6952,3,10,7,0,1,8,Spring
0.0,274.44,0.0,0.0,90,Cloudy skies,2010-04-16,5940,3,10,8,0,1,8,Spring
0.0,274.16,0.0,0.0,90,Cloudy skies,2010-04-16,5258,3,10,9,0,1,8,Spring
0.0,273.86,0.0,0.0,90,Cloudy skies,2010-04-16,4545,3,10,10,0,1,8,Spring
0.0,274.2,0.0,0.0,90,Cloudy skies,2010-04-16,4611,3,10,11,0,1,8,Spring
0.0,274.26,0.264285714,0.0,90,Rainfall,2010-04-16,4885,7,25,12,0,0,8,Spring
0.0,275.24,0.355714286,0.0,90,Rainfall,2010-04-16,4834,7,25,13,0,0,8,Spring
0.0,275.79,0.25,0.0,91,Rainfall,2010-04-16,5273,7,25,14,0,0,8,Spring
0.0,274.82,0.388571429,0.0,90,Rainfall,2010-04-16,5780,7,25,15,0,0,8,Spring
0.0,274.87,0.38,0.0,90,Rainfall,2010-04-16,6053,7,25,16,0,0,8,Spring
0.0,274.55,1.08,0.0,90,Rainfall,2010-04-16,5865,7,26,17,0,0,8,Spring
0.0,274.13,1.71,0.0,90,Rainfall,2010-04-16,4338,7,26,18,0,0,8,Spring
0.0,274.22,2.492857143,0.0,90,Rainfall,2010-04-16,2899,7,26,19,0,0,8,Spring
0.0,274.0,1.974285714,0.0,91,Rainfall,2010-04-16,2488,7,26,20,0,0,8,Spring
0.0,273.58,2.167142857,0.0,90,Rainfall,2010-04-16,2130,7,26,21,0,0,8,Spring
0.0,274.02,2.86,0.0,90,Rainfall,2010-04-16,1816,7,26,22,0,0,8,Spring
0.0,273.77,2.53,0.0,90,Rainfall,2010-04-16,885,7,26,23,0,0,8,Spring
0.0,272.95,2.921428571,0.0,90,Rainfall,2010-04-17,494,7,26,0,0,1,8,Spring
0.0,272.5,0.711428571,0.0,90,Rainfall,2010-04-17,319,7,25,1,0,1,8,Spring
0.0,272.35,0.582857143,0.0,90,Rainfall,2010-04-17,249,7,25,2,0,1,8,Spring
0.0,272.68,0.0,0.0,91,Cloudy skies,2010-04-17,343,3,10,3,0,1,8,Spring
0.0,272.28,0.0,0.0,91,Cloudy skies,2010-04-17,787,3,10,4,0,1,8,Spring
0.0,272.73,0.51,0.0,91,Rainfall,2010-04-17,2717,7,25,5,0,1,8,Spring
0.0,272.23,0.51,0.0,90,Rainfall,2010-04-17,5338,7,25,6,0,1,8,Spring
0.0,272.14,0.0,0.0,90,Cloudy skies,2010-04-17,6262,3,10,7,0,1,8,Spring
0.0,272.34,0.0,0.0,90,Cloudy skies,2010-04-17,5058,3,10,8,0,1,8,Spring
0.0,272.45,0.25,0.0,91,Rainfall,2010-04-17,5247,7,25,9,0,1,8,Spring
0.0,273.26,0.0,0.0,90,Cloudy skies,2010-04-17,4464,3,10,10,0,1,8,Spring
0.0,273.63,0.392857143,0.0,90,Rainfall,2010-04-17,4934,7,25,11,0,1,8,Spring
0.0,275.06,0.474285714,0.0,90,Rainfall,2010-04-17,5004,7,25,12,0,0,8,Spring
0.0,275.64,1.012857143,0.0,90,Rainfall,2010-04-17,5092,7,25,13,0,0,8,Spring
0.0,276.35,1.894285714,0.0,90,Rainfall,2010-04-17,5330,7,26,14,0,0,8,Spring
0.0,277.38,2.21,0.0,75,Rainfall,2010-04-17,6028,7,26,15,0,0,8,Spring
0.0,278.07,1.442857143,0.0,40,Rainfall,2010-04-17,6483,7,26,16,0,0,8,Spring
0.0,278.43,0.91,0.0,41,Rainfall,2010-04-17,6351,7,25,17,0,0,8,Spring
0.0,278.29,0.51,0.0,40,Rainfall,2010-04-17,4706,7,25,18,0,0,8,Spring
0.0,277.83,0.51,0.0,21,Rainfall,2010-04-17,3435,7,25,19,0,0,8,Spring
0.0,277.14,0.0,0.0,1,Clear skies,2010-04-17,3074,2,3,20,0,0,8,Spring
0.0,274.82,0.292857143,0.0,1,Rainfall,2010-04-17,2861,7,25,21,0,0,8,Spring
0.0,273.87,0.321428571,0.0,2,Rainfall,2010-04-17,2468,7,25,22,0,0,8,Spring
0.0,272.96,0.595714286,0.0,1,Rainfall,2010-04-17,1321,7,25,23,0,0,8,Spring
0.0,271.52,0.0,0.0,1,Clear skies,2010-04-18,759,2,3,0,0,1,8,Spring
0.0,270.93,0.0,0.0,2,Clear skies,2010-04-18,436,2,3,1,0,1,8,Spring
0.0,270.26,0.0,0.0,1,Clear skies,2010-04-18,333,2,3,2,0,1,8,Spring
0.0,270.34,0.0,0.0,1,Clear skies,2010-04-18,345,2,3,3,0,1,8,Spring
0.0,269.84,0.0,0.0,1,Clear skies,2010-04-18,676,2,3,4,0,1,8,Spring
0.0,269.33,0.0,0.0,1,Clear skies,2010-04-18,2161,2,3,5,0,1,8,Spring
0.0,270.08,0.0,0.0,40,Cloudy skies,2010-04-18,4973,3,19,6,0,1,8,Spring
0.0,270.99,0.0,0.0,75,Cloudy skies,2010-04-18,5682,3,9,7,0,1,8,Spring
0.0,272.74,0.0,0.0,90,Cloudy skies,2010-04-18,5426,3,10,8,0,1,8,Spring
0.0,275.23,0.0,0.0,90,Cloudy skies,2010-04-18,4964,3,10,9,0,1,8,Spring
0.0,277.02,0.321428571,0.0,75,Rainfall,2010-04-18,4798,7,25,10,0,1,8,Spring
0.0,278.97,0.51,0.0,40,Rainfall,2010-04-18,5397,7,25,11,0,1,8,Spring
0.0,280.5,1.412857143,0.0,41,Rainfall,2010-04-18,5749,7,26,12,0,0,9,Spring
0.0,282.3,0.754285714,0.0,41,Rainfall,2010-04-18,5746,7,25,13,0,0,9,Spring
0.0,282.59,0.368571429,0.0,75,Rainfall,2010-04-18,5812,7,25,14,0,0,9,Spring
0.0,284.01,0.0,0.0,75,Cloudy skies,2010-04-18,5989,3,9,15,0,0,9,Spring
0.0,283.69,0.0,0.0,90,Cloudy skies,2010-04-18,6030,3,10,16,0,0,9,Spring
0.0,284.02,0.0,0.0,90,Cloudy skies,2010-04-18,5307,3,10,17,0,0,9,Spring
0.0,284.16,0.0,0.0,90,Cloudy skies,2010-04-18,4514,3,10,18,0,0,9,Spring
0.0,283.83,0.0,0.0,76,Cloudy skies,2010-04-18,3687,3,9,19,0,0,9,Spring
0.0,282.99,0.0,0.0,75,Cloudy skies,2010-04-18,3109,3,9,20,0,0,9,Spring
0.0,281.75,0.0,0.0,75,Cloudy skies,2010-04-18,2787,3,9,21,0,0,9,Spring
0.0,280.82,0.0,0.0,76,Cloudy skies,2010-04-18,2832,3,9,22,0,0,9,Spring
0.0,280.74,0.0,0.0,76,Cloudy skies,2010-04-18,1929,3,9,23,0,0,9,Spring
0.0,280.12,0.0,0.0,75,Cloudy skies,2010-04-19,1254,3,9,0,0,1,9,Spring
0.0,279.93,0.25,0.0,75,Rainfall,2010-04-19,762,7,25,1,0,1,9,Spring
0.0,279.8,0.25,0.0,20,Rainfall,2010-04-19,593,7,25,2,0,1,8,Spring
0.0,279.88,0.0,0.0,40,Cloudy skies,2010-04-19,340,3,19,3,0,1,8,Spring
0.0,280.15,0.0,0.0,75,Cloudy skies,2010-04-19,338,3,9,4,0,1,9,Spring
0.0,280.17,0.0,0.0,75,Cloudy skies,2010-04-19,627,3,9,5,0,1,9,Spring
0.0,280.16,0.0,0.0,75,Cloudy skies,2010-04-19,1390,3,9,6,0,1,9,Spring
0.0,279.76,0.0,0.0,76,Cloudy skies,2010-04-19,1940,3,9,7,0,1,8,Spring
0.0,280.55,0.0,0.0,76,Cloudy skies,2010-04-19,2537,3,9,8,0,1,9,Spring
0.0,281.54,0.0,0.0,75,Cloudy skies,2010-04-19,3411,3,9,9,0,1,9,Spring
0.0,282.15,0.0,0.0,90,Cloudy skies,2010-04-19,3941,3,10,10,0,1,9,Spring
0.0,284.04,0.0,0.0,90,Cloudy skies,2010-04-19,4159,3,10,11,0,1,9,Spring
0.0,285.78,0.0,0.0,90,Cloudy skies,2010-04-19,4374,3,10,12,0,0,9,Spring
0.0,288.12,0.0,0.0,76,Cloudy skies,2010-04-19,4502,3,9,13,0,0,9,Spring
0.0,290.46,0.0,0.0,75,Cloudy skies,2010-04-19,4405,3,9,14,0,0,9,Spring
0.0,291.81,0.0,0.0,75,Cloudy skies,2010-04-19,4291,3,9,15,0,0,9,Spring
0.0,291.69,0.394285714,0.0,90,Rainfall,2010-04-19,4363,7,25,16,0,0,9,Spring
0.0,291.7,0.834285714,0.0,90,Rainfall,2010-04-19,3850,7,25,17,0,0,9,Spring
0.0,289.83,1.02,0.0,91,Rainfall,2010-04-19,3484,7,25,18,0,0,9,Spring
0.0,288.89,1.2,0.0,75,Rainfall,2010-04-19,3074,7,26,19,0,0,9,Spring
0.0,288.39,0.527142857,0.0,75,Rainfall,2010-04-19,2667,7,25,20,0,0,9,Spring
0.0,287.55,0.34,0.0,91,Rainfall,2010-04-19,3185,7,25,21,0,0,9,Spring
0.0,286.01,0.914285714,0.0,91,Rainfall,2010-04-19,3295,7,25,22,0,0,9,Spring
0.0,285.58,0.78,0.0,90,Rainfall,2010-04-19,1989,7,25,23,0,0,9,Spring
0.0,285.36,0.84,0.0,90,Rainfall,2010-04-20,1053,7,25,0,0,1,9,Spring
0.0,284.64,0.88,0.0,90,Rainfall,2010-04-20,688,7,25,1,0,1,9,Spring
0.0,282.65,0.0,0.0,90,Cloudy skies,2010-04-20,613,3,10,2,0,1,9,Spring
0.0,282.97,0.378571429,0.0,90,Rainfall,2010-04-20,314,7,25,3,0,1,9,Spring
0.0,283.37,0.25,0.0,90,Rainfall,2010-04-20,236,7,25,4,0,1,9,Spring
0.0,283.39,0.0,0.0,90,Cloudy skies,2010-04-20,378,3,10,5,0,1,9,Spring
0.0,282.35,0.0,0.0,90,Cloudy skies,2010-04-20,750,3,10,6,0,1,9,Spring
0.0,281.73,0.25,0.0,40,Rainfall,2010-04-20,1129,7,25,7,0,1,9,Spring
0.0,283.16,0.25,0.0,40,Rainfall,2010-04-20,1720,7,25,8,0,1,9,Spring
0.0,284.47,0.0,0.0,0,Clear skies,2010-04-20,2538,2,3,9,0,1,9,Spring
0.0,294.95,0.0,0.0,40,Cloudy skies,2010-04-20,3852,3,19,12,0,0,9,Spring
0.0,295.09,0.0,0.0,40,Cloudy skies,2010-04-20,3941,3,19,13,0,0,9,Spring
0.0,295.62,0.0,0.0,40,Cloudy skies,2010-04-20,4034,3,19,14,0,0,9,Spring
0.0,296.86,0.0,0.0,41,Cloudy skies,2010-04-20,4226,3,19,15,0,0,9,Spring
0.0,296.99,0.0,0.0,41,Cloudy skies,2010-04-20,4370,3,19,16,0,0,9,Spring
0.0,296.72,0.0,0.0,20,Cloudy skies,2010-04-20,4467,3,20,17,0,0,9,Spring
0.0,296.95,0.0,0.0,20,Cloudy skies,2010-04-20,4493,3,20,18,0,0,9,Spring
0.0,295.19,0.0,0.0,20,Cloudy skies,2010-04-20,4311,3,20,19,0,0,9,Spring
0.0,292.84,0.0,0.0,20,Cloudy skies,2010-04-20,3828,3,20,20,0,0,9,Spring
0.0,291.02,0.0,0.0,20,Cloudy skies,2010-04-20,2976,3,20,21,0,0,9,Spring
0.0,290.2,0.0,0.0,75,Cloudy skies,2010-04-20,1889,3,9,22,0,0,9,Spring
0.0,289.33,0.0,0.0,76,Cloudy skies,2010-04-20,1141,3,9,23,0,0,9,Spring
0.0,288.77,0.0,0.0,40,Cloudy skies,2010-04-21,605,3,19,0,0,1,9,Spring
0.0,287.61,0.0,0.0,91,Cloudy skies,2010-04-21,339,3,10,1,0,1,9,Spring
0.0,287.85,0.38,0.0,90,Rainfall,2010-04-21,261,7,25,2,0,1,9,Spring
0.0,286.99,0.754285714,0.0,90,Rainfall,2010-04-21,335,7,25,3,0,1,9,Spring
0.0,287.24,0.66,0.0,90,Rainfall,2010-04-21,776,7,25,4,0,1,9,Spring
0.0,286.94,0.88,0.0,90,Rainfall,2010-04-21,2610,7,25,5,0,1,9,Spring
0.0,287.67,0.685714286,0.0,76,Rainfall,2010-04-21,5488,7,25,6,0,1,9,Spring
0.0,286.9,0.348571429,0.0,40,Rainfall,2010-04-21,6565,7,25,7,0,1,9,Spring
0.0,286.98,0.0,0.0,76,Cloudy skies,2010-04-21,5804,3,9,8,0,1,9,Spring
0.0,288.4,0.34,0.0,76,Rainfall,2010-04-21,5076,7,25,9,0,1,9,Spring
0.0,289.69,0.25,0.0,90,Rainfall,2010-04-21,4424,7,25,10,0,1,9,Spring
0.0,291.54,0.0,0.0,40,Cloudy skies,2010-04-21,4655,3,19,11,0,1,9,Spring
0.0,292.64,0.264285714,0.0,41,Rainfall,2010-04-21,4800,7,25,12,0,0,9,Spring
0.0,293.32,0.25,0.0,20,Rainfall,2010-04-21,5010,7,25,13,0,0,9,Spring
0.0,293.12,0.0,0.0,21,Cloudy skies,2010-04-21,5211,3,20,14,0,0,9,Spring
0.0,293.26,0.0,0.0,20,Cloudy skies,2010-04-21,5956,3,20,15,0,0,9,Spring
0.0,292.01,0.0,0.0,20,Cloudy skies,2010-04-21,6456,3,20,16,0,0,9,Spring
0.0,290.96,0.0,0.0,1,Clear skies,2010-04-21,6183,2,3,17,0,0,9,Spring
0.0,289.53,0.0,0.0,2,Clear skies,2010-04-21,4624,2,3,18,0,0,9,Spring
0.0,288.12,0.0,0.0,1,Clear skies,2010-04-21,3223,2,3,19,0,0,9,Spring
0.0,286.49,0.0,0.0,1,Clear skies,2010-04-21,2971,2,3,20,0,0,9,Spring
0.0,284.67,0.0,0.0,1,Clear skies,2010-04-21,4949,2,3,21,0,0,9,Spring
0.0,283.89,0.0,0.0,2,Clear skies,2010-04-21,2104,2,3,22,0,0,9,Spring
0.0,281.58,0.0,0.0,1,Clear skies,2010-04-21,1047,2,3,23,0,0,9,Spring
0.0,280.68,0.0,0.0,1,Clear skies,2010-04-22,644,2,3,0,0,1,9,Spring
0.0,279.32,0.0,0.0,1,Clear skies,2010-04-22,331,2,3,1,0,1,8,Spring
0.0,279.03,0.0,0.0,1,Clear skies,2010-04-22,238,2,3,2,0,1,8,Spring
0.0,278.21,0.0,0.0,1,Clear skies,2010-04-22,347,2,3,3,0,1,8,Spring
0.0,277.79,0.0,0.0,1,Clear skies,2010-04-22,822,2,3,4,0,1,8,Spring
0.0,277.27,0.0,0.0,1,Clear skies,2010-04-22,2790,2,3,5,0,1,8,Spring
0.0,276.35,0.0,0.0,1,Clear skies,2010-04-22,5770,2,3,6,0,1,8,Spring
0.0,276.92,0.0,0.0,20,Cloudy skies,2010-04-22,6823,3,20,7,0,1,8,Spring
0.0,278.7,0.0,0.0,21,Cloudy skies,2010-04-22,6100,3,20,8,0,1,8,Spring
0.0,280.5,0.0,0.0,20,Cloudy skies,2010-04-22,5374,3,20,9,0,1,9,Spring
0.0,281.09,0.0,0.0,20,Cloudy skies,2010-04-22,4525,3,20,10,0,1,9,Spring
0.0,282.83,0.0,0.0,20,Cloudy skies,2010-04-22,4709,3,20,11,0,1,9,Spring
0.0,284.01,0.0,0.0,20,Cloudy skies,2010-04-22,5015,3,20,12,0,0,9,Spring
0.0,286.17,0.0,0.0,40,Cloudy skies,2010-04-22,5162,3,19,13,0,0,9,Spring
0.0,286.63,0.0,0.0,40,Cloudy skies,2010-04-22,5235,3,19,14,0,0,9,Spring
0.0,287.1,0.0,0.0,1,Clear skies,2010-04-22,5926,2,3,15,0,0,9,Spring
0.0,288.02,0.0,0.0,2,Clear skies,2010-04-22,6822,2,3,16,0,0,9,Spring
0.0,288.33,0.0,0.0,41,Cloudy skies,2010-04-22,6568,3,19,17,0,0,9,Spring
0.0,287.93,0.0,0.0,40,Cloudy skies,2010-04-22,4587,3,19,18,0,0,9,Spring
0.0,286.54,0.0,0.0,75,Cloudy skies,2010-04-22,3375,3,9,19,0,0,9,Spring
0.0,285.63,0.0,0.0,40,Cloudy skies,2010-04-22,3003,3,19,20,0,0,9,Spring
0.0,283.3,0.0,0.0,40,Cloudy skies,2010-04-22,2534,3,19,21,0,0,9,Spring
0.0,281.85,0.0,0.0,76,Cloudy skies,2010-04-22,1669,3,9,22,0,0,9,Spring
0.0,281.33,0.0,0.0,75,Cloudy skies,2010-04-22,978,3,9,23,0,0,9,Spring
0.0,280.2,0.0,0.0,20,Cloudy skies,2010-04-23,560,3,20,0,0,1,9,Spring
0.0,279.43,0.0,0.0,20,Cloudy skies,2010-04-23,331,3,20,1,0,1,8,Spring
0.0,279.35,0.0,0.0,20,Cloudy skies,2010-04-23,254,3,20,2,0,1,8,Spring
0.0,279.44,0.0,0.0,75,Cloudy skies,2010-04-23,346,3,9,3,0,1,8,Spring
0.0,279.81,0.0,0.0,76,Cloudy skies,2010-04-23,831,3,9,4,0,1,8,Spring
0.0,279.87,0.0,0.0,75,Cloudy skies,2010-04-23,2785,3,9,5,0,1,8,Spring
0.0,279.96,0.0,0.0,90,Cloudy skies,2010-04-23,5823,3,10,6,0,1,9,Spring
0.0,280.0,0.0,0.0,91,Cloudy skies,2010-04-23,6947,3,10,7,0,1,9,Spring
0.0,280.26,0.0,0.0,91,Cloudy skies,2010-04-23,6289,3,10,8,0,1,9,Spring
0.0,280.79,0.0,0.0,90,Cloudy skies,2010-04-23,5290,3,10,9,0,1,9,Spring
0.0,281.35,0.0,0.0,90,Cloudy skies,2010-04-23,4626,3,10,10,0,1,9,Spring
0.0,282.26,0.0,0.0,90,Cloudy skies,2010-04-23,4807,3,10,11,0,1,9,Spring
0.0,282.54,0.0,0.0,90,Cloudy skies,2010-04-23,5104,3,10,12,0,0,9,Spring
0.0,281.22,0.62,0.0,90,Rainfall,2010-04-23,5150,7,25,13,0,0,9,Spring
0.0,279.78,0.9,0.0,91,Rainfall,2010-04-23,5257,7,25,14,0,0,8,Spring
0.0,279.39,1.188571429,0.0,90,Rainfall,2010-04-23,5639,7,26,15,0,0,8,Spring
0.0,278.66,0.68,0.0,91,Rainfall,2010-04-23,6377,7,25,16,0,0,8,Spring
0.0,278.11,0.697142857,0.0,90,Rainfall,2010-04-23,6357,7,25,17,0,0,8,Spring
0.0,278.5,0.53,0.0,91,Rainfall,2010-04-23,4274,7,25,18,0,0,8,Spring
0.0,278.89,0.497142857,0.0,90,Rainfall,2010-04-23,3070,7,25,19,0,0,8,Spring
0.0,279.49,1.12,0.0,90,Rainfall,2010-04-23,2791,7,26,20,0,0,8,Spring
0.0,278.78,1.12,0.0,90,Rainfall,2010-04-23,2312,7,26,21,0,0,8,Spring
0.0,278.98,0.904285714,0.0,90,Rainfall,2010-04-23,1979,7,25,22,0,0,8,Spring
0.0,279.34,0.25,0.0,90,Rainfall,2010-04-23,1008,7,25,23,0,0,8,Spring
0.0,279.66,0.292857143,0.0,90,Rainfall,2010-04-24,562,7,25,0,0,1,8,Spring
0.0,279.74,0.0,0.0,90,Cloudy skies,2010-04-24,298,3,10,1,0,1,8,Spring
0.0,279.87,0.392857143,0.0,90,Rainfall,2010-04-24,272,7,25,2,0,1,8,Spring
0.0,279.94,0.0,0.0,90,Cloudy skies,2010-04-24,347,3,10,3,0,1,9,Spring
0.0,280.1,1.545714286,0.0,90,Rainfall,2010-04-24,820,7,26,4,0,1,9,Spring
0.0,278.99,1.22,0.0,91,Rainfall,2010-04-24,2805,7,26,5,0,1,8,Spring
0.0,279.06,1.121428571,0.0,90,Rainfall,2010-04-24,5219,7,26,6,0,1,8,Spring
0.0,278.42,1.242857143,0.0,90,Rainfall,2010-04-24,5740,7,26,7,0,1,8,Spring
0.0,278.32,1.71,0.0,90,Rainfall,2010-04-24,5652,7,26,8,0,1,8,Spring
0.0,278.47,1.8,0.0,91,Rainfall,2010-04-24,5388,7,26,9,0,1,8,Spring
0.0,277.98,2.1,0.0,91,Rainfall,2010-04-24,4432,7,26,10,0,1,8,Spring
0.0,278.83,2.277142857,0.0,91,Rainfall,2010-04-24,4715,7,26,11,0,1,8,Spring
0.0,278.72,1.46,0.0,91,Rainfall,2010-04-24,5024,7,26,12,0,0,8,Spring
0.0,278.42,1.04,0.0,90,Rainfall,2010-04-24,5106,7,25,13,0,0,8,Spring
